	v1	v2	cpg_1	cpg_2	ds_percent	siblings_percent	mothers_percent
0	0	1900	cg00007987	cg24250902	0.034482758620689655	0.9655172413793104	0.7931034482758621
1	1	16	cg00028013	cg00187535	0.0	1.0	0.7241379310344828
2	1	18	cg00028013	cg00194146	0.06896551724137931	0.896551724137931	0.9310344827586207
3	1	39	cg00028013	cg00394021	0.2413793103448276	1.0	0.9655172413793104
4	1	65	cg00028013	cg00651216	0.06896551724137931	1.0	1.0
5	1	95	cg00028013	cg00930628	0.20689655172413793	1.0	0.9310344827586207
6	1	101	cg00028013	cg01011769	0.034482758620689655	0.9655172413793104	0.8620689655172413
7	1	149	cg00028013	cg01577604	0.06896551724137931	0.9655172413793104	0.8620689655172413
8	1	154	cg00028013	cg01643580	0.10344827586206896	1.0	0.8275862068965517
9	1	168	cg00028013	cg01847380	0.1724137931034483	0.9655172413793104	0.9310344827586207
10	1	191	cg00028013	cg02086839	0.10344827586206896	0.9655172413793104	0.8620689655172413
11	1	195	cg00028013	cg02156380	0.1724137931034483	1.0	0.896551724137931
12	1	280	cg00028013	cg03004985	0.034482758620689655	0.896551724137931	0.8620689655172413
13	1	387	cg00028013	cg04391718	0.06896551724137931	0.896551724137931	0.9655172413793104
14	1	394	cg00028013	cg04447123	0.2413793103448276	1.0	0.9655172413793104
15	1	482	cg00028013	cg05493509	0.1724137931034483	0.9655172413793104	0.9310344827586207
16	1	492	cg00028013	cg05638439	0.0	0.896551724137931	0.8620689655172413
17	1	525	cg00028013	cg05902852	0.20689655172413793	1.0	0.9310344827586207
18	1	558	cg00028013	cg06197482	0.034482758620689655	1.0	0.7586206896551724
19	1	568	cg00028013	cg06372718	0.0	0.896551724137931	0.8620689655172413
20	1	577	cg00028013	cg06497051	0.0	1.0	0.7931034482758621
21	1	597	cg00028013	cg06716437	0.1724137931034483	1.0	0.896551724137931
22	1	656	cg00028013	cg07281318	0.20689655172413793	0.9655172413793104	0.9655172413793104
23	1	763	cg00028013	cg08408668	0.034482758620689655	0.9655172413793104	0.896551724137931
24	1	811	cg00028013	cg08950287	0.034482758620689655	1.0	0.896551724137931
25	1	839	cg00028013	cg09508496	0.034482758620689655	0.9655172413793104	0.7931034482758621
26	1	880	cg00028013	cg10096929	0.0	1.0	0.8620689655172413
27	1	885	cg00028013	cg10133935	0.06896551724137931	1.0	0.7931034482758621
28	1	892	cg00028013	cg10203610	0.06896551724137931	0.9310344827586207	0.8620689655172413
29	1	1016	cg00028013	cg11624524	0.10344827586206896	0.9310344827586207	0.896551724137931
30	1	1036	cg00028013	cg12007596	0.0	1.0	0.7586206896551724
31	1	1121	cg00028013	cg13362112	0.0	0.896551724137931	0.896551724137931
32	1	1153	cg00028013	cg13796381	0.0	0.9655172413793104	0.7931034482758621
33	1	1156	cg00028013	cg13808420	0.20689655172413793	0.9655172413793104	0.9655172413793104
34	1	1201	cg00028013	cg14236758	0.20689655172413793	1.0	0.9655172413793104
35	1	1226	cg00028013	cg14480530	0.06896551724137931	1.0	0.896551724137931
36	1	1361	cg00028013	cg16170346	0.06896551724137931	0.9310344827586207	0.8620689655172413
37	1	1383	cg00028013	cg16473141	0.06896551724137931	0.9655172413793104	0.896551724137931
38	1	1386	cg00028013	cg16499923	0.034482758620689655	0.9655172413793104	0.7931034482758621
39	1	1437	cg00028013	cg17211562	0.10344827586206896	1.0	0.8275862068965517
40	1	1440	cg00028013	cg17243289	0.06896551724137931	0.8275862068965517	0.9655172413793104
41	1	1461	cg00028013	cg17559786	0.20689655172413793	0.9655172413793104	0.9655172413793104
42	1	1466	cg00028013	cg17616192	0.0	0.9310344827586207	0.8275862068965517
43	1	1473	cg00028013	cg17681750	0.10344827586206896	1.0	0.8275862068965517
44	1	1534	cg00028013	cg18732172	0.0	1.0	0.7931034482758621
45	1	1546	cg00028013	cg18838431	0.06896551724137931	1.0	0.8620689655172413
46	1	1566	cg00028013	cg19202014	0.0	0.9655172413793104	0.7931034482758621
47	1	1585	cg00028013	cg19683410	0.0	0.9310344827586207	0.7931034482758621
48	1	1624	cg00028013	cg20322611	0.13793103448275862	1.0	0.896551724137931
49	1	1636	cg00028013	cg20582800	0.1724137931034483	1.0	0.896551724137931
50	1	1642	cg00028013	cg20702913	0.034482758620689655	0.9310344827586207	0.8275862068965517
51	1	1650	cg00028013	cg20806180	0.034482758620689655	0.9655172413793104	0.8620689655172413
52	1	1655	cg00028013	cg20881888	0.0	1.0	0.7586206896551724
53	1	1661	cg00028013	cg21071097	0.0	0.896551724137931	0.896551724137931
54	1	1681	cg00028013	cg21327194	0.034482758620689655	0.9655172413793104	0.8620689655172413
55	1	1713	cg00028013	cg21787568	0.034482758620689655	0.9655172413793104	0.7931034482758621
56	1	1731	cg00028013	cg22143387	0.0	0.896551724137931	0.8275862068965517
57	1	1750	cg00028013	cg22294740	0.0	0.9655172413793104	0.7586206896551724
58	1	1854	cg00028013	cg23659289	0.0	1.0	0.7586206896551724
59	1	1864	cg00028013	cg23733845	0.06896551724137931	0.9310344827586207	0.9310344827586207
60	1	1876	cg00028013	cg23901918	0.0	0.9655172413793104	0.8275862068965517
61	1	1877	cg00028013	cg23902823	0.1724137931034483	0.9310344827586207	0.9655172413793104
62	1	1892	cg00028013	cg24124443	0.13793103448275862	1.0	0.896551724137931
63	1	2000	cg00028013	cg25884399	0.1724137931034483	1.0	0.896551724137931
64	1	2008	cg00028013	cg26058474	0.20689655172413793	0.9655172413793104	0.9655172413793104
65	1	2011	cg00028013	cg26103512	0.0	0.896551724137931	0.8275862068965517
66	1	2066	cg00028013	cg26888530	0.034482758620689655	0.8620689655172413	1.0
67	1	2100	cg00028013	cg27424853	0.1724137931034483	0.9655172413793104	0.9310344827586207
68	2	599	cg00037450	cg06725035	0.034482758620689655	0.9310344827586207	0.8620689655172413
69	2	1383	cg00037450	cg16473141	0.06896551724137931	0.9310344827586207	0.8620689655172413
70	3	278	cg00057231	cg02995055	0.1724137931034483	0.9310344827586207	0.9655172413793104
71	4	890	cg00062245	cg10172783	0.10344827586206896	0.9310344827586207	0.9655172413793104
72	5	1648	cg00072720	cg20795913	0.1724137931034483	1.0	0.9655172413793104
73	6	1153	cg00086266	cg13796381	0.1724137931034483	0.9655172413793104	0.9310344827586207
74	6	1383	cg00086266	cg16473141	0.20689655172413793	0.9655172413793104	0.9655172413793104
75	7	1648	cg00087005	cg20795913	0.13793103448275862	0.9655172413793104	0.896551724137931
76	8	599	cg00090147	cg06725035	0.10344827586206896	1.0	0.8275862068965517
77	8	1419	cg00090147	cg16955704	0.06896551724137931	0.9655172413793104	0.8275862068965517
78	8	1626	cg00090147	cg20329210	0.10344827586206896	0.8620689655172413	0.9655172413793104
79	8	1650	cg00090147	cg20806180	0.06896551724137931	0.9310344827586207	0.9310344827586207
80	9	2007	cg00096104	cg26057752	0.1724137931034483	0.9655172413793104	0.9310344827586207
81	10	1661	cg00112091	cg21071097	0.10344827586206896	0.896551724137931	0.9310344827586207
82	11	1648	cg00116463	cg20795913	0.10344827586206896	1.0	0.8275862068965517
83	12	1650	cg00124011	cg20806180	0.10344827586206896	0.8620689655172413	0.9655172413793104
84	13	2068	cg00128877	cg26893544	0.034482758620689655	0.8620689655172413	0.896551724137931
85	14	691	cg00135038	cg07683388	0.06896551724137931	0.9310344827586207	0.8620689655172413
86	15	1042	cg00144335	cg12121643	0.0	0.7931034482758621	0.9310344827586207
87	15	1551	cg00144335	cg18923740	0.034482758620689655	0.9310344827586207	0.8620689655172413
88	15	1661	cg00144335	cg21071097	0.034482758620689655	0.896551724137931	0.8620689655172413
89	16	360	cg00187535	cg04079760	0.13793103448275862	0.896551724137931	0.9655172413793104
90	16	691	cg00187535	cg07683388	0.13793103448275862	0.9310344827586207	0.9310344827586207
91	16	1625	cg00187535	cg20322977	0.10344827586206896	0.9310344827586207	0.9655172413793104
92	17	1648	cg00192136	cg20795913	0.10344827586206896	0.9655172413793104	0.8620689655172413
93	19	323	cg00201414	cg03676485	0.13793103448275862	0.9310344827586207	1.0
94	20	1419	cg00232387	cg16955704	0.06896551724137931	0.9310344827586207	0.896551724137931
95	21	1648	cg00233779	cg20795913	0.06896551724137931	1.0	0.7931034482758621
96	22	1648	cg00252332	cg20795913	0.1724137931034483	1.0	0.9310344827586207
97	23	1648	cg00256785	cg20795913	0.1724137931034483	1.0	0.9310344827586207
98	24	360	cg00262344	cg04079760	0.20689655172413793	0.9310344827586207	1.0
99	25	1900	cg00268019	cg24250902	0.20689655172413793	1.0	0.9310344827586207
100	26	1648	cg00282244	cg20795913	0.13793103448275862	1.0	0.9310344827586207
101	27	1661	cg00294823	cg21071097	0.06896551724137931	0.9310344827586207	0.896551724137931
102	28	1648	cg00298153	cg20795913	0.2413793103448276	1.0	0.9655172413793104
103	29	51	cg00313914	cg00512279	0.1724137931034483	0.9655172413793104	0.9310344827586207
104	29	1926	cg00313914	cg24703660	0.06896551724137931	0.9655172413793104	0.8620689655172413
105	30	40	cg00318573	cg00394658	0.10344827586206896	0.9655172413793104	0.8620689655172413
106	30	1661	cg00318573	cg21071097	0.13793103448275862	0.9655172413793104	0.896551724137931
107	31	1648	cg00319395	cg20795913	0.10344827586206896	1.0	0.8275862068965517
108	32	40	cg00330170	cg00394658	0.0	0.9310344827586207	0.8620689655172413
109	33	1661	cg00340161	cg21071097	0.20689655172413793	0.9310344827586207	1.0
110	34	1661	cg00345862	cg21071097	0.06896551724137931	0.896551724137931	0.9310344827586207
111	35	1704	cg00346556	cg21649569	0.1724137931034483	0.9310344827586207	0.9655172413793104
112	36	1661	cg00352195	cg21071097	0.13793103448275862	0.9310344827586207	0.9655172413793104
113	37	52	cg00359868	cg00522579	0.13793103448275862	1.0	0.896551724137931
114	37	84	cg00359868	cg00843634	0.13793103448275862	0.896551724137931	0.9655172413793104
115	37	103	cg00359868	cg01016800	0.10344827586206896	0.9655172413793104	0.8620689655172413
116	37	121	cg00359868	cg01256522	0.20689655172413793	0.9655172413793104	0.9655172413793104
117	37	162	cg00359868	cg01741924	0.13793103448275862	0.9310344827586207	0.9310344827586207
118	37	256	cg00359868	cg02784823	0.10344827586206896	0.896551724137931	0.9310344827586207
119	37	307	cg00359868	cg03379100	0.10344827586206896	0.9655172413793104	0.896551724137931
120	37	308	cg00359868	cg03405983	0.10344827586206896	0.9310344827586207	0.896551724137931
121	37	323	cg00359868	cg03676485	0.034482758620689655	0.9655172413793104	0.8620689655172413
122	37	367	cg00359868	cg04142017	0.13793103448275862	0.9655172413793104	0.9310344827586207
123	37	435	cg00359868	cg04995311	0.20689655172413793	1.0	0.9310344827586207
124	37	498	cg00359868	cg05667097	0.2413793103448276	1.0	1.0
125	37	549	cg00359868	cg06116236	0.20689655172413793	0.9655172413793104	1.0
126	37	575	cg00359868	cg06476685	0.2413793103448276	1.0	0.9655172413793104
127	37	608	cg00359868	cg06803853	0.1724137931034483	0.9310344827586207	0.9655172413793104
128	37	628	cg00359868	cg07062476	0.1724137931034483	0.9655172413793104	1.0
129	37	639	cg00359868	cg07189222	0.1724137931034483	0.9310344827586207	0.9655172413793104
130	37	691	cg00359868	cg07683388	0.20689655172413793	1.0	0.9655172413793104
